source_path,source_layer,wave_hint,file_type,variable,variable_label,candidate_category,qualifies_for_strict_functional,nonmissing,sample_values,has_mergeid,strict_wave1_evidence
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6rafcared_s,h6rafcared_s:w6 freq recv informal care from non-relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6rapcare,h6rapcare:w6 flag recv informal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6rapcared_s,h6rapcared_s:w6 flag freq recv informal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6rarcare,h6rarcare:w6 recv informal care from relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6rarcared_s,h6rarcared_s:w6 freq recv informal care from relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6rascare,h6rascare:w6 recv informal care from spouse for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6rascared_s,h6rascared_s:w6 freq recv informal care from spouse for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6ricaany,h6ricaany:w6 received any outside informal care for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6ricany,h6ricany:w6 recv any care for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6riccare,h6riccare:w6 recv informal care from outside children/grandchildren for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6rifaany,h6rifaany:w6 recv any formal care for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6rifcare,h6rifcare:w6 recv informal care from outside non-relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6rifcared_s,h6rifcared_s:w6 freq recv informal care from outside non-relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6ripcare,h6ripcare:w6 flag recv informal care from outside professionals for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6rircare,h6rircare:w6 recv informal care from outside relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6rircared_s,h6rircared_s:w6 freq recv informal care from outside relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6riscare,h6riscare:w6 recv informal care from outside spouse for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h6riscared_s,h6riscared_s:w6 freq recv informal care from outside spouse for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7racaany,h7racaany:w7 recv any informal care for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7racany,h7racany:w7 recv any care for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7raccare,h7raccare:w7 recv informal care from children for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7raccared_s,h7raccared_s:w7 freq recv informal care from children for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rafaany,h7rafaany:w7 recv any formal care for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rafcare,h7rafcare:w7 recv informal care from non-relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rafcared_s,h7rafcared_s:w7 freq recv informal care from non-relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rapcare,h7rapcare:w7 flag recv informal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rapcared_s,h7rapcared_s:w7 flag freq recv informal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rarcare,h7rarcare:w7 recv informal care from relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rarcared_s,h7rarcared_s:w7 freq recv informal care from relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rascare,h7rascare:w7 recv informal care from spouse for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rascared_s,h7rascared_s:w7 freq recv informal care from spouse for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7ricaany,h7ricaany:w7 received any outside informal care for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7ricany,h7ricany:w7 recv any care for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7riccare,h7riccare:w7 recv informal care from outside children/grandchildren for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rifaany,h7rifaany:w7 recv any formal care for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rifcare,h7rifcare:w7 recv informal care from outside non-relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rifcared_s,h7rifcared_s:w7 freq recv informal care from outside non-relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7ripcare,h7ripcare:w7 flag recv informal care from outside professionals for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rircare,h7rircare:w7 recv informal care from outside relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7rircared_s,h7rircared_s:w7 freq recv informal care from outside relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7riscare,h7riscare:w7 recv informal care from outside spouse for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h7riscared_s,h7riscared_s:w7 freq recv informal care from outside spouse for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8racaany,h8racaany:w8 recv any informal care for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8racany,h8racany:w8 recv any care for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8raccare,h8raccare:w8 recv informal care from children for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8raccared_s,h8raccared_s:w8 freq recv informal care from children for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rafaany,h8rafaany:w8 recv any formal care for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rafcare,h8rafcare:w8 recv informal care from non-relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rafcared_s,h8rafcared_s:w8 freq recv informal care from non-relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rapcare,h8rapcare:w8 flag recv informal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rapcared_s,h8rapcared_s:w8 flag freq recv informal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rarcare,h8rarcare:w8 recv informal care from relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rarcared_s,h8rarcared_s:w8 freq recv informal care from relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rascare,h8rascare:w8 recv informal care from spouse for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rascared_s,h8rascared_s:w8 freq recv informal care from spouse for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8ricaany,h8ricaany:w8 received any outside informal care for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8ricany,h8ricany:w8 recv any care for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8riccare,h8riccare:w8 recv informal care from outside children/grandchildren for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rifaany,h8rifaany:w8 recv any formal care for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rifcare,h8rifcare:w8 recv informal care from outside non-relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rifcared_s,h8rifcared_s:w8 freq recv informal care from outside non-relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8ripcare,h8ripcare:w8 flag recv informal care from outside professionals for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rircare,h8rircare:w8 recv informal care from outside relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8rircared_s,h8rircared_s:w8 freq recv informal care from outside relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8riscare,h8riscare:w8 recv informal care from outside spouse for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,h8riscared_s,h8riscared_s:w8 freq recv informal care from outside spouse for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1adla,r1adla:w1 R Some Diff-ADLs:Wallace /0-5,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1adlaa,r1adlaa:w1 Whether R Has Any Diff-Wallace 5 ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1adlfivea,r1adlfivea:w1 Whether R Has Any Diff-5 ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1adltot_s,r1adltot_s:w1 R Some Diff-ADLs /0-6,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1adltota_s,r1adltota_s:w1 Whether R Has Any Diff-All ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1adlwa,r1adlwa:w1 R Some Diff-ADLs:Wallace /0-3,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1adlwaa,r1adlwaa:w1 Whether R Has Any Diff-Wallace 3 ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1batha,"r1batha:w1 R Some Diff-Bathing, shower",strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1chaira,r1chaira:w1 R Some Diff-Get up fr chair,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1dadliv,r1dadliv:w1 r father alive,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1domhand,r1domhand:w1 r grip strength dominant hand,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1dressa,r1dressa:w1 R Some Diff-Dressing,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1eata,r1eata:w1 R Some Diff-Eating,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1fall_s,r1fall_s:w1 R bothered by a fall last 6 mo.,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1gripcomp,r1gripcomp:w1 r willing and able to complete grip strength test,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1gripsum,r1gripsum:w1 r dominant hand grip strength(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1iadla,r1iadla:w1 R Some Diff-IADLs: /0-3,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1iadlaa,r1iadlaa:w1 Whether R Has Any Diff-3 IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1iadlfour,r1iadlfour:w1 R Some Diff-IADLs/0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1iadlfoura,r1iadlfoura:w1 Whether R Has Any Diff-4 IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1iadltot1_s,r1iadltot1_s:w1 R Any Diff-total IADLs/0-7,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1iadltot1a_s,r1iadltot1a_s:w1 Whether R Has Any Diff-7 total IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1iadlza,r1iadlza:w1 R Some Diff-IADLs: /0-5,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1iadlzaa,r1iadlzaa:w1 Whether R Has Any Diff-5 IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1lgrip,r1lgrip:w1 r maximum left hand grip measurement(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1lgrip1,r1lgrip1:w1 r left hand grip measurement 1(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1lgrip2,r1lgrip2:w1 r left hand grip measurement 2(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1lowermob,r1lowermob:w1 R Some Diff-4 item lower body mobility summary /0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1lowermoba,r1lowermoba:w1 R Any Diff-4 item lower body mobility summary /0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1lowermobm,r1lowermobm:w1 R Missings in 4 item lower body mobility summary,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1mealsa,r1mealsa:w1 R Some Diff-Prepare hot meal,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1mobilb,r1mobilb:w1 R Some Diff-Mobility /0-4,strict_like_functional_limitation,0,0,,1,0
